ROUTE,AVERAGE_CO2_PER_PERSON_TONNES,AVERAGE_CO2_PER_PERSON_KG,AVERAGE_CO2_TONNES,FLIGHT_COUNT
DAL-MTJ,0.10315966386554622,103.15966386554622,15.345,1
CFU-NUE,0.1031590413943355,103.1590413943355,16.572499999999998,4
AVL-DCA,0.10314932126696834,103.14932126696834,5.699000000000001,3
IAD-MCO,0.10314724735275117,103.14724735275118,17.059634146341466,41
YXS-YYC,0.1031460304401481,103.1460304401481,9.049800000000001,5
MAD-MAN,0.10313289075735578,103.13289075735578,16.227777777777778,9
BFS-LYS,0.10312971342383107,103.12971342383106,13.675,2
LGW-OPO,0.10312473541289575,103.12473541289576,15.0109,30
APL-MPM,0.10311302048909453,103.11302048909452,7.8004999999999995,4
EIN-OPO,0.10310613134142546,103.10613134142547,16.564,2
NTE-VCE,0.10310331825037708,103.10331825037709,13.6715,2
WUX-XIY,0.10309480950192315,103.09480950192315,14.041807692307692,26
SVQ-TRN,0.10308745720510426,103.08745720510426,16.561,2
NKG-TPE,0.1030848479669934,103.0848479669934,20.9774,10
BRC-EZE,0.10307503857747105,103.07503857747105,15.786536585365852,41
KGP-PEE,0.1030672268907563,103.0672268907563,6.1325,2
BOS-RIC,0.10305564840489968,103.05564840489969,7.84904,50
ATL-LCK,0.10304921968787514,103.04921968787514,8.584,1
CLE-JFK,0.10303803711800037,103.03803711800037,6.887702702702702,74
BSB-MCZ,0.1030320634457257,103.0320634457257,16.67630769230769,13
EVV-PIE,0.10302364618303898,103.02364618303898,14.256499999999999,4
LIS-TLS,0.10302359138630952,103.02359138630952,11.204,19
HAN-XMN,0.10302123216150365,103.02123216150365,14.799,4
MAD-TUN,0.10301379811183733,103.01379811183733,14.184999999999999,2
DLC-KHN,0.10300236121760932,103.00236121760932,15.730333333333332,3
YHZ-YYZ,0.10299459014230272,102.99459014230273,13.842581818181818,110
CUN-SLP,0.10299161848516263,102.99161848516262,16.419083333333333,12
CIF-LYA,0.1029874421678784,102.9874421678784,7.791,2
DNH-KRL,0.1029874421678784,102.9874421678784,7.791,4
CIA-IAS,0.1029640522875817,102.9640522875817,15.753499999999999,2
BRU-VLL,0.10295751633986928,102.95751633986929,15.752500000000001,2
LTN-SBZ,0.10294433902593295,102.94433902593295,16.2755,2
MRS-OTP,0.10293515714238319,102.93515714238319,16.825000000000003,2
CNN-DEL,0.10292852624920937,102.92852624920937,16.273,2
CKG-YTY,0.10291376657550122,102.91376657550121,15.238833333333332,6
CTA-KRK,0.10290694055399938,102.90694055399938,16.532,2
ABQ-SLC,0.10290427482733984,102.90427482733983,7.1888000000000005,20
KTW-STN,0.10289760348583876,102.89760348583876,16.5305,6
FRA-SOF,0.1028972331538715,102.8972331538715,14.469111111111111,36
LYA-SHA,0.10289650037230083,102.89650037230084,13.818999999999999,2
CBR-HBA,0.1028843386960606,102.88433869606061,5.166666666666667,6
SCF-SNA,0.10288235294117648,102.88235294117648,2.6235,2
HLD-TSN,0.10287694388100067,102.87694388100067,15.2155,2
BOM-KTM,0.10286985217388983,102.86985217388983,15.232833333333332,6
RAK-SDR,0.10286959228135698,102.86959228135697,16.526,2
SBN-SFB,0.10286164381349878,102.86164381349879,15.794,10
HHN-TIA,0.10285933503836317,102.85933503836317,20.109,2
CLT-ERI,0.1028470588235294,102.84705882352941,4.371,4
MMB-NGO,0.1028454996456414,102.8454996456414,14.5115,2
STN-VLC,0.10283500352575699,102.83500352575699,16.724666666666668,6
JIB-MGQ,0.1028323083778966,102.8323083778966,8.5455,10
AMA-IAH,0.10282941176470586,102.82941176470587,4.37025,20
CUL-MEX,0.10282853870420797,102.82853870420797,12.267375,40
SJC-SLC,0.1028226226963416,102.8226226963416,8.354473684210527,19
BGY-TRF,0.10279431118188956,102.79431118188955,16.8095,2
POM-VAI,0.10278392545136868,102.78392545136867,8.824,2
PKX-SHS,0.10278304870335231,102.7830487033523,16.25,4
AGP-BVA,0.10277974472360857,102.77974472360857,16.8365,2
COR-JUJ,0.10276348039215688,102.76348039215688,8.3855,2
FLL-GUA,0.10275694893341954,102.75694893341954,15.8965,4
BOS-ORF,0.10275649481760667,102.75649481760667,6.2594,5
CAN-MNL,0.10275336977725487,102.75336977725487,17.378300000000003,10
HLN-SLC,0.10274801978207551,102.74801978207552,6.294727272727273,11
CVG-DCA,0.1027474723418996,102.7474723418996,6.098363636363637,11
PET-VCP,0.10273678963110669,102.73678963110669,10.3045,2
BUD-OSL,0.10272296015180266,102.72296015180265,16.240499999999997,4
CGB-CNF,0.10271777105657819,102.71777105657819,11.627142857142857,7
MUC-PMO,0.10271731852868402,102.71731852868402,14.699,2
DYG-LHW,0.10271397447868036,102.71397447868036,16.501,2
DOY-XIY,0.10271034996276993,102.71034996276993,13.794,2
LAX-TUS,0.10270888859855004,102.70888859855005,6.573417582417583,91
AMS-ZAG,0.10270476011321404,102.70476011321404,11.20295652173913,23
YFB-YGT,0.10270308123249301,102.70308123249302,3.6665,4
BWI-STL,0.10269658811776461,102.6965881177646,12.8976,5
CRL-NDR,0.10269632726186922,102.69632726186923,17.1965,2
BRS-IBZ,0.10269530034235917,102.69530034235918,16.498,6
KHN-RIZ,0.10269281045751635,102.69281045751636,7.856,2
CGQ-RIZ,0.10268235294117647,102.68235294117648,13.092,1
HJJ-XIY,0.10268171758591585,102.68171758591585,11.471,2
GVA-WAW,0.10266088858644525,102.66088858644524,11.911166666666666,6
GUM-ROR,0.10265296480037799,102.65296480037799,16.092,4
GEG-SJC,0.10263934653581712,102.63934653581713,13.942400000000001,5
JED-WAE,0.10262032085561498,102.62032085561498,9.595,2
ATH-BLQ,0.10261473682704243,102.61473682704244,15.58,6
BRS-POZ,0.10259570494864613,102.59570494864613,16.482,2
HRB-TAO,0.10259125724644709,102.59125724644709,14.740574468085107,47
BOM-PAT,0.10258467522313586,102.58467522313586,14.6644375,16
ENH-PKX,0.10258403361344538,102.58403361344538,14.649,1
CAE-PHL,0.10257647058823528,102.57647058823528,4.3595,8
CMH-MCO,0.10257400096809388,102.57400096809388,14.441608695652173,23
BRI-BRU,0.1025739184562714,102.5739184562714,16.4785,2
LTN-OPO,0.1025633119252664,102.56331192526639,15.48675,4
BHX-BZG,0.10254901960784314,102.54901960784314,16.4745,2
BIO-FRA,0.10254401105518993,102.54401105518993,17.319027777777777,36
CGK-DTB,0.10254084967320261,102.54084967320262,15.688749999999999,12
KBP-MUC,0.10252688172043012,102.52688172043011,16.2095,4
ABZ-GVA,0.10251106894370651,102.51106894370652,16.207,4
DZH-HAK,0.10250845165652467,102.50845165652467,15.161,1
AGP-TSF,0.10248503462298625,102.48503462298625,16.7775,2
CNX-HDY,0.10247385620915034,102.47385620915034,15.6785,4
KRK-MAN,0.1024596283794889,102.45962837948889,16.5166,10
CKG-HAK,0.10245339000916989,102.4533900091699,15.520843750000001,32
FEZ-MRS,0.10245106728534616,102.45106728534616,16.077833333333334,6
KIN-SXM,0.1024485294117647,102.4485294117647,13.933,1
CVG-PIE,0.10244146839877391,102.4414683987739,14.785400000000001,10
CTU-JHG,0.10244053795195147,102.44053795195147,11.5645,4
CTA-MUC,0.10243737332331308,102.43737332331308,16.753,3
EGC-LCY,0.10243063263041066,102.43063263041066,9.229,2
LHR-WAW,0.10242613018194864,102.42613018194864,15.599142857142857,49
BHX-GDN,0.10241830065359478,102.41830065359478,16.453500000000002,2
DUB-FMM,0.10241518829754123,102.41518829754123,16.453,2
MTY-PXM,0.10240522875816993,102.40522875816993,15.668,2
MUC-SBZ,0.10238925199709513,102.38925199709513,7.8327777777777765,9
HGH-ZUH,0.10238170114648262,102.38170114648263,15.36635,20
DFW-IFP,0.10237824161922834,102.37824161922835,16.186,1
GPT-MKE,0.10237824161922834,102.37824161922835,16.186,2
LUX-NAP,0.10236020832492229,102.3602083249223,14.02275,4
ARN-LGW,0.10234148569822192,102.34148569822192,16.277099999999997,10
CGO-JJN,0.10233961069603983,102.33961069603984,15.88957142857143,7
BGR-LGA,0.10233878814683767,102.33878814683767,6.308333333333334,9
EDI-GNB,0.10233712839974698,102.33712839974699,16.1795,4
NKG-YKH,0.10232424677187947,102.32424677187947,14.264,8
BOG-SDQ,0.10232403323627232,102.32403323627231,16.02691666666667,24
DFW-IND,0.10231389188455783,102.31389188455783,15.500677419354838,31
CZX-MIG,0.10231237322515212,102.31237322515211,15.132,2
BKZ-DAR,0.10230392156862747,102.30392156862747,4.174,1
BNA-DFW,0.10230129393695617,102.30129393695617,12.463525,80
CGO-WNZ,0.10229177021742933,102.29177021742933,14.359100000000002,20
CTS-KIX,0.10228569340266118,102.28569340266118,14.464892473118278,93
HGH-ICN,0.1022811899669152,102.28118996691519,17.47704,25
HAK-SQD,0.10227360829389227,102.27360829389228,15.3975,2
FLL-SAL,0.10226603309081407,102.26603309081408,17.668,2
BLR-GWL,0.10225870232406183,102.25870232406183,12.424666666666667,6
CRL-NAP,0.102250233426704,102.250233426704,16.4265,2
AMS-INV,0.1022498090145149,102.2498090145149,7.648285714285715,7
FOC-HCZ,0.10223040085342239,102.23040085342238,8.085666666666667,3
NQZ-SVX,0.10221764705882352,102.21764705882353,8.688500000000001,4
BSB-SLZ,0.10221213404716725,102.21213404716725,15.9989,10
BLR-CCU,0.10220659695457748,102.20659695457748,16.803880341880344,117
FAO-ORY,0.10220584470347277,102.20584470347276,16.30375,16
CLT-DAB,0.10219814241486067,102.19814241486067,6.602000000000001,5
HAN-VCA,0.10219206044145883,102.19206044145884,18.220485714285715,35
CPT-KIM,0.10218432336079394,102.18432336079394,3.5078666666666667,15
HUY-PMI,0.10217864923747276,102.17864923747275,16.415,2
DEN-SAN,0.10216171733847486,102.16171733847486,14.695955555555555,45
CUN-MEX,0.10215649643668262,102.15649643668262,15.252881578947369,228
OPO-SXB,0.10214752567693744,102.14752567693743,16.41,2
KJI-NLT,0.1021437908496732,102.14379084967321,7.814,2
KEF-LPL,0.10214320068589113,102.14320068589113,16.061,4
CZM-MIA,0.10214138286893708,102.14138286893707,6.598333333333334,3
PRN-ZRH,0.10213787384859901,102.13787384859901,14.586863636363637,44
PDX-STS,0.10213622291021673,102.13622291021673,6.598000000000001,10
ALC-NAP,0.1021315623023403,102.1315623023403,16.147,2
CJF-PER,0.10213115779645192,102.13115779645192,11.58935,20
IAD-TPA,0.10212889514780829,102.1288951478083,15.147,28
ADD-JIB,0.10212711030868432,102.12711030868432,5.411875,8
AMS-NCE,0.10212475816314212,102.12475816314212,11.061321428571429,56
EMA-KRK,0.10211328976034857,102.11328976034858,16.404500000000002,6
ATH-BGY,0.10210811303276716,102.10811303276716,16.855999999999998,3
GSM-MHD,0.10209997857682464,102.09997857682464,12.54,2
KUF-RMZ,0.10209411764705884,102.09411764705884,4.339,1
ASJ-HND,0.10209340463458112,102.09340463458112,14.3186,5
BVA-LIS,0.10209335302284822,102.09335302284822,17.727500000000003,6
ABA-OMS,0.10208235294117649,102.08235294117648,4.3385,2
BEY-BSR,0.10207334785766159,102.07334785766159,14.055499999999999,2
BOD-FRA,0.1020718954248366,102.07189542483661,7.8085,4
MXP-SKG,0.10207167004732927,102.07167004732926,15.0964,5
MCI-ORD,0.10205419621156747,102.05419621156747,9.264051282051282,117
GMP-PEK,0.10204345326777699,102.04345326777698,14.217666666666666,12
CAK-CLT,0.102043071479604,102.043071479604,6.307142857142857,7
BUD-TLS,0.10203548085901026,102.03548085901026,16.392,2
AMS-WRO,0.10203208556149734,102.03208556149734,7.632000000000001,10
HNA-UKB,0.1020201238390093,102.0201238390093,6.5905000000000005,2
QSZ-URC,0.10200944718781256,102.00944718781255,13.636916666666666,12
DGO-NLU,0.10200831847890672,102.00831847890672,8.584,2
PVG-TSN,0.10198973310423644,101.98973310423644,16.693054054054056,37
CNF-PMW,0.10198404785643071,101.9840478564307,10.229,2
CNX-KMG,0.10198238027866095,101.98238027866095,12.051499999999999,6
CDG-TLL,0.10197615262321144,101.97615262321145,12.8286,5
BER-NAP,0.10197137018579142,101.97137018579141,14.702,14
NGB-SZX,0.10196907563791358,101.96907563791358,14.931,22
LIS-STN,0.10196705466669967,101.96705466669967,16.820222222222224,9
ODS-TBS,0.10192966075319015,101.92966075319015,16.375,2
ADB-KSY,0.10192343604108309,101.9234360410831,16.374,2
BNA-ORD,0.1019022792271891,101.9022792271891,7.54341935483871,124
CWL-PMI,0.1018954248366013,101.89542483660131,16.3695,6
LGW-LJU,0.10188646426312462,101.88646426312461,14.712,2
FUK-YNT,0.10188384214445273,101.88384214445273,13.683,2
CGB-VCP,0.10188354476799485,101.88354476799485,12.632133333333334,15
DEN-DSM,0.10187877672077775,101.87877672077775,10.29375,20
LED-SCW,0.10187414045479304,101.87414045479304,12.506,8
NRN-PMI,0.10186741363211951,101.86741363211951,16.365000000000002,2
JAX-STL,0.10185969324792854,101.85969324792853,13.653,2
MPL-TNG,0.10185936443542934,101.85936443542934,15.065000000000001,2
LYS-ORK,0.10183908045977011,101.83908045977012,15.062000000000001,2
KWL-NGB,0.10181372549019607,101.81372549019608,15.577499999999999,2
OTP-TRF,0.1018040856509968,101.8040856509968,20.6815,2
EDI-MUC,0.10180041067385345,101.80041067385345,14.66975,4
DAL-MKE,0.10179865624571506,101.79865624571507,14.103333333333333,3
CGO-HSN,0.10179154995331467,101.79154995331467,14.535833333333334,6
BER-BOD,0.10177657762857005,101.77657762857005,15.612714285714286,7
CGQ-PEK,0.10177065566018503,101.77065566018503,16.53915,40
ADB-KRK,0.10176786843769767,101.76786843769767,16.0895,2
TAO-XIY,0.10175790755719728,101.75790755719729,14.841297297297299,37
BAY-BVA,0.10175668449197861,101.7566844919786,19.0285,4
BNA-DCA,0.10175085795819985,101.75085795819986,8.125428571428571,21
DAY-DCA,0.10172850678733034,101.72850678733033,5.6205,8
MAN-STR,0.10171372549019608,101.71372549019608,12.968499999999999,2
JJN-NNG,0.101700182449544,101.700182449544,14.56,7
YEG-YWG,0.10169357456206678,101.69357456206677,14.674357142857144,14
NTE-ORN,0.10168689698101463,101.68689698101463,16.336,2
BWN-KUL,0.1016595227502002,101.6595227502002,14.808250000000001,12
HAK-NAO,0.10165032679738562,101.65032679738562,15.552499999999998,2
MEX-SAL,0.10164987031039913,101.64987031039912,13.296615384615384,13
BTS-SAW,0.10164769133459836,101.64769133459836,16.070500000000003,2
FCO-LCA,0.10164656657642136,101.64656657642136,20.6495,2
EIN-MAD,0.10163398692810457,101.63398692810458,16.3275,2
DTW-EWR,0.1016224382369591,101.6224382369591,9.19028125,64
PZU-RUH,0.10161958994625027,101.61958994625027,11.968833333333334,6
BOH-KRK,0.10161531279178337,101.61531279178337,16.3245,2
KHH-PVG,0.10161220105718166,101.61220105718166,15.097083333333332,12
KOW-TAO,0.10160784313725489,101.60784313725489,15.546,1
IST-KSY,0.10160649945808015,101.60649945808015,16.87075,4
BAV-SHE,0.1016024340770791,101.6024340770791,15.027,1
DZH-KMG,0.10159477124183006,101.59477124183006,7.772,2
FUO-TFU,0.10159004058612693,101.59004058612693,15.465,8
LBA-WAW,0.10156521739130434,101.56521739130433,19.856,2
ALC-OST,0.10153750389044508,101.53750389044508,16.312,4
CRA-LTN,0.1015370018975332,101.5370018975332,16.052999999999997,2
ICN-MDG,0.10153394075021312,101.53394075021312,12.8065,4
CAN-CKG,0.10152627010552906,101.52627010552906,16.78194366197183,71
DBC-TSN,0.10151354923992069,101.51354923992069,7.6795,6
DAM-IKA,0.10150439486139282,101.50439486139281,15.0125,2
PSP-STS,0.101500197394394,101.50019739439401,12.855,4
DEN-PRC,0.10149411764705882,101.49411764705881,4.3134999999999994,2
BEJ-SUB,0.10148994469582705,101.48994469582705,14.4225,4
JJN-KWE,0.10145781488102151,101.45781488102152,15.529833333333334,12
CUN-PBC,0.10144542775210642,101.44542775210643,15.031785714285714,14
LTN-TIA,0.10142806355457107,101.42806355457107,20.60511111111111,9
HGH-TSN,0.10141374102142374,101.41374102142375,14.921676470588235,34
BER-RMO,0.10139072116301717,101.39072116301718,16.1655,4
RAK-TUF,0.10138847417139446,101.38847417139446,16.9775,2
GOT-ZRH,0.10137892569610199,101.37892569610199,11.206199999999999,10
CLT-SYR,0.10136909023477812,101.36909023477813,13.141,4
SKX-SVO,0.10136578769438809,101.36578769438809,7.496,2
GRR-MCO,0.10136336660891565,101.36336660891565,18.5834,5
HNY-LJG,0.10136240703177823,101.36240703177823,14.9915,2
ENH-WNZ,0.10135854341736697,101.35854341736697,14.474,2
BEG-NCE,0.10135653456297775,101.35653456297774,11.61125,8
CMB-GAN,0.1013480869181369,101.3480869181369,13.021,6
OPO-PDL,0.10133698578512196,101.33698578512195,15.472468749999999,32
JMJ-KWE,0.10132848645076009,101.3284864507601,7.6655,2
WUX-YCU,0.10132539091586003,101.32539091586003,13.608,4
DEN-IDA,0.10132527200353827,101.32527200353827,5.5875,10
INC-TNA,0.10131458590245353,101.31458590245353,14.7266,10
CDG-NCL,0.10131163029176124,101.31163029176123,8.511258620689654,58
PIT-SFB,0.10130578396233046,101.30578396233047,16.016444444444446,9
KWL-NKG,0.10129014643832217,101.29014643832217,14.805166666666667,12
DTW-ESC,0.10125882352941176,101.25882352941176,4.3035,2
BRU-MAD,0.10125672021991938,101.25672021991939,15.516973684210527,76
KWE-ZUH,0.10123318264259223,101.23318264259224,11.256499999999999,4
ARN-ORY,0.10123215415198338,101.23215415198338,16.205375,8
AMD-CCU,0.10122304995275688,101.22304995275688,15.898222222222223,9
ICN-WUX,0.10122089231950347,101.22089231950348,13.7635,6
DUB-MXP,0.10122048593831216,101.22048593831217,16.567,2
DEL-GOX,0.10121470548060182,101.21470548060182,16.16174285714286,35
NKG-UYN,0.10119440459110474,101.19440459110474,14.1065,8
CGN-SPU,0.10117647058823528,101.17647058823529,12.899999999999999,2
PTY-VLN,0.10116943823943081,101.1694382394308,12.9485,2
CUU-QRO,0.10116470588235295,101.16470588235295,4.2995,2
ONK-YKS,0.10115294117647058,101.15294117647059,4.2989999999999995,2
GEG-RNO,0.10115294117647058,101.15294117647059,4.2989999999999995,2
LCJ-STN,0.1011484593837535,101.1484593837535,16.2495,4
SJW-YIW,0.10114800759013283,101.14800759013283,15.9915,4
CXR-MFM,0.10114583333333335,101.14583333333336,16.507,2
CIF-WUX,0.10114223467164643,101.14223467164643,16.2485,2
MED-NJF,0.10113652868554829,101.13652868554829,13.9265,2
TSN-XIY,0.10111959240658147,101.11959240658148,14.908228571428571,35
CGN-SVQ,0.10109584950731562,101.09584950731562,16.9285,2
GVA-SVQ,0.1010955091714105,101.0955091714105,15.9832,5
CTS-MMJ,0.10109133126934985,101.09133126934985,6.5305,4
CLT-DAY,0.10109076991120336,101.09076991120335,6.25,7
ACX-HGH,0.10108886107634545,101.08886107634545,16.154,1
HET-XUZ,0.10108445612882025,101.08445612882025,15.379999999999999,2
EDI-POZ,0.10107998755057579,101.0799875505758,16.2385,6
BZE-HOU,0.10107563025210084,101.07563025210084,15.035,2
TSN-WUH,0.10107515516802452,101.07515516802452,13.221888888888888,27
ATH-TUN,0.1010682893847194,101.0682893847194,14.948,2
HND-KOJ,0.10105525333636817,101.05525333636817,19.318634615384617,104
HLD-XIL,0.10104575163398694,101.04575163398694,7.73,1
BRI-BVA,0.10104256028412492,101.04256028412492,16.532,2
CPH-DUB,0.10104228795343274,101.04228795343275,12.006857142857143,7
EIN-VLC,0.10103860269432083,101.03860269432083,16.30075,8
BEG-BER,0.10103050108932464,101.03050108932464,12.881666666666666,15
BGY-EDI,0.10101940983199069,101.01940983199069,16.44333333333333,6
CLE-MCO,0.10101930259165667,101.01930259165667,16.211105263157897,19
NRN-OPO,0.10101841977625794,101.01841977625794,16.555999999999997,2
BBK-JNB,0.10101159583450608,101.01159583450608,3.246,9
IST-MQM,0.1010113411423525,101.01134114235249,15.810166666666666,6
LHR-LIS,0.10099794500177965,100.99794500177966,15.978209580838323,167
BGO-KRK,0.10099745991586599,100.99745991586599,16.03075,4
KBP-TGD,0.10099673202614379,100.99673202614379,6.181,2
GOT-ZAG,0.10099346405228758,100.99346405228758,15.452,2
GDL-HMO,0.10098430977965764,100.98430977965764,13.64895,20
OVB-SGC,0.1009817633347045,100.9817633347045,7.807818181818181,11
ATH-KTW,0.10097989079406752,100.97989079406753,18.24925,4
KHN-KWL,0.10096925133689841,100.96925133689841,7.5525,2
MXP-SVQ,0.10096857468311632,100.96857468311632,16.356499999999997,4
KTM-RJB,0.10096813725490197,100.96813725490198,6.17925,4
CKG-TYN,0.1009678701297685,100.9678701297685,13.944666666666667,18
BRI-POZ,0.10094926859632743,100.94926859632743,16.2175,2
LAS-PDX,0.10094282924061741,100.94282924061741,13.057288888888888,45
BRS-PMI,0.10091830877316768,100.91830877316768,16.249272727272725,11
SVQ-TRS,0.10091669154971634,100.91669154971635,16.8985,2
BKI-MNL,0.10089869281045752,100.89869281045752,15.4375,2
DQA-PEK,0.10089440974095494,100.89440974095494,9.770833333333334,12
CAN-YIH,0.10088857714138287,100.88857714138287,10.173,4
LCK-SFB,0.10087623347905005,100.87623347905004,14.9375,8
HKG-WUH,0.10087484865460054,100.87484865460054,19.7357,10
ASU-FLN,0.1008646712802768,100.86467128027681,5.421,10
KWL-XUZ,0.10084784751889582,100.84784751889582,15.344000000000001,2
AGU-LAX,0.10082542694497154,100.82542694497154,15.9405,12
MAD-ZRH,0.1008149994256547,100.81499942565469,16.545188679245282,53
HAK-YIH,0.10081372549019607,100.81372549019608,15.4245,2
DSN-WUH,0.10081161578555475,100.81161578555475,13.539000000000001,2
DFW-GCK,0.10078862314156431,100.78862314156432,5.5685714285714285,7
HET-JNG,0.10078801331853497,100.78801331853496,9.081,2
AEP-RLO,0.10077205882352942,100.77205882352942,8.222999999999999,2
LGW-TLL,0.10075198728139904,100.75198728139904,12.674600000000002,5
HIA-KHN,0.1007516339869281,100.7516339869281,7.7075,2
HCZ-XIY,0.10074374577417174,100.74374577417174,14.9,1
BFN-GRJ,0.10074303405572757,100.74303405572758,1.627,2
CAN-WXN,0.1007323131955485,100.7323131955485,15.113333333333335,6
BFS-SZG,0.10072517896047307,100.72517896047307,16.1815,4
HRB-ICN,0.10071728586602598,100.71728586602597,14.575,10
BCM-TRN,0.10070915032679739,100.70915032679738,15.4085,4
HJJ-SYX,0.10070447340612892,100.70447340612893,14.295,1
KWL-XIY,0.10068984512381592,100.68984512381591,14.0982,10
IAH-TUL,0.10067356445263835,100.67356445263835,6.198292682926829,41
CGO-TFU,0.10067259903351769,100.67259903351768,14.4618,25
CTS-OKJ,0.10064847625797307,100.64847625797307,14.2015,2
TSF-VNO,0.10064737005913477,100.64737005913477,16.169,2
TJM-TOF,0.1006470588235294,100.64705882352939,5.9885,2
HUZ-NGB,0.10064404758621687,100.64404758621687,14.387666666666666,3
CMN-OPO,0.10063961834733894,100.63961834733894,7.803249999999999,4
TWC-URC,0.10062915437929151,100.6291543792915,10.9779,10
KWE-SYX,0.10062766676440132,100.62766676440133,13.563333333333333,9
MFE-NLU,0.10062388591800359,100.62388591800358,8.467500000000001,2
JNB-VFA,0.10061814392222436,100.61814392222436,7.754416666666667,24
DGO-MEX,0.1006060606060606,100.6060606060606,8.466000000000001,25
BNA-OKC,0.10060057589469354,100.60057589469353,12.228,2
IBZ-LGW,0.10059134765017118,100.59134765017117,16.16,4
NDG-PEK,0.10057414582599507,100.57414582599507,14.2765,6
GCM-MCO,0.10056355409296586,100.56355409296586,12.2235,2
ALC-NUE,0.1005589917862238,100.5589917862238,16.468,2
DOH-KWI,0.10055738156536181,100.55738156536181,18.705708333333334,24
CIU-DTW,0.10055294117647058,100.55294117647058,4.2735,2
DAL-SDF,0.10055071203306498,100.55071203306498,14.067333333333332,3
XUZ-YIH,0.10054938956714762,100.54938956714763,9.0595,2
BVA-RBA,0.10054344580471783,100.54344580471783,16.836,2
DXB-RUH,0.10054194272035466,100.54194272035465,17.101622950819674,122
DLM-KBP,0.10053351573187415,100.53351573187415,18.372500000000002,2
MAN-NCE,0.10052182163187856,100.52182163187857,15.8925,4
BSB-FLN,0.10052018764495045,100.52018764495045,14.1514,5
SWA-WUX,0.10051749813849592,100.51749813849592,13.499500000000001,2
BER-GLA,0.10050900189135482,100.50900189135483,15.21475,4
BGR-PHL,0.10049705882352941,100.49705882352941,4.271125,8
CHS-MDW,0.10048873479461715,100.48873479461714,13.551,2
AGP-BGY,0.10048064256723559,100.48064256723559,16.53,5
AUS-DEN,0.10047224142389198,100.47224142389199,14.043394736842105,38
GYE-SCY,0.1004671568627451,100.4671568627451,12.491299999999999,10
CAN-WDS,0.10046265697290153,100.46265697290154,15.2,2
IAH-MEM,0.10046177331625797,100.46177331625798,8.54604347826087,23
KRK-LCA,0.10045778981048487,100.45778981048487,20.408,2
ALC-HHN,0.10044326585682214,100.44326585682215,16.4375,4
FOC-LZH,0.10042958846163356,100.42958846163357,15.000499999999999,4
YIH-YTY,0.10042730299667038,100.42730299667038,9.0485,2
DSM-MCO,0.10042694497153701,100.42694497153701,15.8775,2
BLR-LKO,0.10042635628964226,100.42635628964226,15.573971428571427,35
YEG-YXS,0.1004248366013072,100.4248366013072,1.5365000000000002,4
AGP-GVA,0.10042087968438945,100.42087968438945,14.983,18
AUS-CLE,0.10042061986084756,100.42061986084757,15.8765,2
IAD-NIP,0.10041814316087881,100.41814316087881,14.169,1
BLQ-KIV,0.10041437908496731,100.41437908496731,15.363400000000002,5
BOD-FEZ,0.1003921568627451,100.3921568627451,14.847999999999999,2
ATL-MLU,0.10039182782189919,100.39182782189918,6.392533333333334,30
MLH-SKP,0.10036274509803922,100.36274509803921,15.355500000000001,4
BUS-OZH,0.10036103330220977,100.36103330220978,16.122999999999998,2
OZH-TIA,0.10036103330220977,100.36103330220978,16.123,2
MEL-OOL,0.10035741344642216,100.35741344642216,15.42772611464968,157
CAK-RSW,0.10035637612709317,100.35637612709317,11.686499999999999,2
ASW-JED,0.10035635769459299,100.35635769459299,12.471454545454547,11
CCJ-DEL,0.10034577271768923,100.34577271768923,15.864666666666666,3
BHX-BUD,0.10034544113631816,100.34544113631816,17.209999999999997,6
OKA-OKJ,0.10033868092691622,100.33868092691623,14.072500000000002,2
HAK-HYN,0.10033613445378152,100.33613445378153,14.925,2
EZE-NQN,0.10032989405439596,100.32989405439596,10.839500000000001,2
KHN-LYG,0.10031417112299465,100.31417112299465,7.5035,2
BLJ-LYS,0.10030206677265502,100.30206677265502,12.618,2
HAN-TFU,0.10029770444763271,100.29770444763271,13.9815,4
NNG-WUH,0.1002759739562138,100.2759739562138,14.130249999999998,24
FRA-SVG,0.1002589967057873,100.25899670578731,13.263272727272728,11
SEA-SFO,0.10025534190440756,100.25534190440756,12.446754098360657,244
ALB-BNA,0.10024794433902592,100.24794433902592,15.8492,5
BRS-MAH,0.10023965141612201,100.23965141612202,16.1035,2
IST-RZV,0.100232033944878,100.232033944878,13.28275,8
ATH-VCE,0.10021640172226445,100.21640172226445,14.8112,10
CRL-TTU,0.10020005971931921,100.20005971931921,16.7785,2
ENY-SHE,0.10019607843137254,100.19607843137254,15.33,1
PKU-YIA,0.10018896800542866,100.18896800542866,16.61942857142857,7
DLC-YCU,0.1001823395636911,100.1823395636911,15.182333333333332,3
LLB-TEN,0.1001764705882353,100.1764705882353,9.3665,2
BRS-VCE,0.10015011862049601,100.15011862049602,15.009555555555558,9
FRA-PMI,0.10013763879535553,100.13763879535553,15.806761904761904,21
MFR-SNA,0.10013323278029161,100.1332327802916,13.277666666666667,3
BGW-SZF,0.1001321877065433,100.13218770654329,7.574999999999999,2
YVR-ZMT,0.10012975778546714,100.12975778546713,2.89375,4
BUF-EWR,0.1001157556972404,100.1157556972404,6.1285625,16
BHX-KRK,0.1001036893406479,100.10368934064789,16.743375,8
CAG-SVQ,0.10010270774976657,100.10270774976657,16.0815,2
