ROUTE,AVERAGE_CO2_TONNES,FLIGHT_COUNT
CMB-MCT,28.351,4
JFK-KIN,28.34894117647059,17
DUB-SOF,28.348,4
IST-PZU,28.3445,2
MSQ-NOJ,28.344,2
SJC-STL,28.343999999999998,3
EXT-TFS,28.34275,8
AAT-PKX,28.339,2
IST-MUC,28.333592592592595,27
NCE-TFS,28.33325,4
GYD-SGC,28.332500000000003,2
GVA-TOS,28.33075,4
NER-OVB,28.3235,2
BEY-BRU,28.323,2
GRU-PVH,28.321,8
HAK-PKX,28.31670588235294,34
KCA-XIY,28.313,2
JFK-SDQ,28.31277777777778,54
CUN-PHX,28.312,6
MKE-SEA,28.311875,8
BHX-IST,28.311466666666664,15
KGF-SVO,28.311,2
TAP-TIJ,28.304899999999996,10
FOC-JHG,28.302999999999997,4
DLU-PEK,28.299,8
ARN-CHQ,28.294,8
HEL-IST,28.29342857142857,14
EXT-LPA,28.29175,4
CRL-TFS,28.28375,4
LYA-URC,28.281,1
CLT-STX,28.281,2
AGA-STN,28.279,4
CLT-SKB,28.279,1
DEL-TAS,28.278375,8
BIS-PIE,28.2745,2
PDL-RAI,28.2745,8
BKK-XIY,28.2735,2
AMS-KYA,28.27175,4
CHQ-LGW,28.259999999999998,4
MFM-SIN,28.254499999999997,6
ALG-OUA,28.249,2
AMS-AYT,28.245603773584907,53
CGN-GZP,28.241500000000002,4
GRV-LED,28.235,2
FLL-FSD,28.2345,2
ORY-RVN,28.232,2
COK-SIN,28.229,8
AGA-MAN,28.22511111111111,18
BRS-FUE,28.221857142857143,14
BTS-RMF,28.2185,4
MED-SCO,28.218,2
CAN-KTM,28.2175,2
ADB-LGW,28.2165,4
FUE-STR,28.212499999999995,6
EWR-PLS,28.210500000000003,2
ATH-OSL,28.2075,4
RUH-SAW,28.206363636363633,11
CUN-EWR,28.2053,10
ARN-AYT,28.197000000000003,3
ARN-IST,28.1925625,16
MCX-NJC,28.19075,4
FRA-URA,28.1905,4
IAH-RFD,28.185499999999998,2
DTW-QRO,28.185000000000002,4
KEF-VIE,28.183500000000002,2
BEG-LIS,28.1835,6
KUL-SZX,28.18311111111111,18
CUN-JFK,28.181279069767445,43
GDN-PFO,28.1785,2
HRB-SQJ,28.177,1
AGA-LTN,28.176499999999997,2
FRA-LCA,28.169666666666668,6
AZA-FNT,28.166800000000002,5
BOM-HKT,28.165166666666664,6
FUE-LTN,28.15975,4
CCJ-SLL,28.1555,4
AMM-DME,28.154249999999998,4
AGA-LUX,28.149,2
ALA-TBS,28.14825,4
CDG-KTT,28.14233333333333,6
AYT-RTM,28.137999999999998,8
GVA-LPA,28.13725,4
ICN-TFU,28.133499999999998,8
LED-TJM,28.125916666666665,12
CMN-FNA,28.123499999999996,6
DEN-FLL,28.11635,20
DVO-SIN,28.110500000000002,4
VLC-WAW,28.107,2
MDW-ONT,28.106499999999997,2
DOH-ESB,28.102999999999998,12
AER-TJM,28.097,14
BES-TFS,28.095,2
AGA-CPH,28.09125,4
PUS-UBN,28.0894,10
DMK-WUH,28.0815,4
CDG-TOS,28.074099999999998,10
BGY-RVN,28.0735,4
BDL-SJU,28.07136363636364,11
AUH-CNN,28.057666666666666,12
SJD-STL,28.054000000000002,2
SLC-YYZ,28.0526,5
BLL-HER,28.048000000000002,2
EVN-TJM,28.044,2
RAK-SOF,28.041,1
BNA-SAN,28.039666666666665,6
CHA-LAS,28.039,4
EFL-MAN,28.035,1
CPH-KUT,28.032,2
ATH-RUH,28.028399999999998,10
MDW-SMF,28.028,1
KUT-NQZ,28.0265,4
LPA-RIX,28.0225,4
BNA-BUR,28.01733333333333,3
BUD-SSH,28.01725,4
BLQ-RAK,28.009,2
NKG-NRT,27.998333333333335,6
BER-PFO,27.997,2
ALA-KWI,27.996000000000002,2
CAN-PEN,27.99325,8
FNC-LUX,27.993000000000002,2
GDL-ORD,27.990906250000002,32
NRT-WUH,27.990333333333336,6
LYS-TFS,27.987125,8
CPH-GZP,27.9845,4
GUA-ORD,27.9765,4
BKI-WUH,27.976,3
ITM-OKA,27.973375,16
BRU-ESB,27.9705,4
KBP-PMI,27.9665,2
COR-USH,27.9665,4
ASR-CGN,27.9665,2
AMD-DMK,27.9625,4
CLE-PUJ,27.9585,2
LIS-WAW,27.958399999999997,15
AUH-SKD,27.9555,2
LED-NJC,27.955,2
BKK-YCU,27.954,4
AGP-WMI,27.951,2
BKK-COK,27.950499999999998,2
DPS-PER,27.94641379310345,29
PER-XCH,27.942500000000003,8
DEN-RSW,27.9425,8
BLL-RHO,27.9424,5
ACE-NCE,27.9345,2
AYT-UFA,27.93433333333333,3
AGP-KTW,27.933500000000002,2
DUB-RAK,27.933,4
YEG-YHM,27.93275,4
ACE-CWL,27.9225,8
SZX-TPE,27.90925,24
LZO-URC,27.9035,2
CAN-JGN,27.9035,2
AAN-CCJ,27.9005,4
GCM-ORD,27.899666666666665,3
DME-FRU,27.893666666666665,6
DMK-KHN,27.891,2
CGN-COV,27.8825,2
CVG-YMX,27.876,1
CDG-FNC,27.874,2
ACE-BGY,27.873666666666665,3
FUE-LYS,27.87166666666667,3
HYD-KUL,27.86675,8
ACE-LUX,27.864800000000002,5
ADB-STN,27.86225,4
JHG-PKX,27.860333333333333,6
GEO-HAV,27.86,2
BLR-KWI,27.857999999999997,4
BRU-CMN,27.85727272727273,11
COV-STR,27.857,2
DOL-KGS,27.855,2
LUM-PKX,27.853,2
BRU-LPA,27.848375,8
HET-SYX,27.848,1
BOH-LPA,27.842666666666663,6
AUS-PDX,27.84114285714286,7
KUT-MXP,27.84,2
TLV-VRN,27.836,2
NJC-SVO,27.835250000000002,4
ASB-DME,27.81864285714286,14
JNB-KGL,27.81233333333333,6
BKI-PKX,27.810499999999998,2
ATH-MAN,27.809833333333334,6
ORY-TFS,27.80925,8
BAR-PEK,27.8035,2
HIJ-OKA,27.795,2
HOU-SJC,27.79225,4
CVG-PHX,27.78333333333333,6
TGZ-TIJ,27.775000000000002,6
FRA-RAK,27.774250000000002,4
LTO-YYC,27.769,2
CMN-NIM,27.7685,4
AER-NMA,27.764,4
HKD-TPE,27.762999999999998,4
DEN-PHL,27.75890322580645,31
ICN-PVG,27.756521739130434,92
MXP-SPX,27.75375,4
KRY-XIY,27.7535,8
CUN-MKE,27.752000000000002,2
DFW-SMF,27.741540540540537,37
ICN-MFM,27.740666666666666,18
CAN-PKX,27.740159090909092,88
TFU-TSA,27.7395,2
GOT-IST,27.73709090909091,11
CCJ-RKT,27.7345,8
LCA-ZRH,27.7312,10
DMM-TRV,27.73,2
HAM-IST,27.72995238095238,21
BRU-IST,27.727941176470587,34
MCT-SPX,27.7255,2
LAX-MSY,27.718485714285716,35
DSS-LIS,27.718,6
CZM-YYZ,27.71425,4
CAI-RKT,27.711,2
EIN-SAW,27.7035,2
CKY-CMN,27.697499999999998,4
DJE-MAN,27.691499999999998,2
DLC-SZX,27.6904,5
BVA-TFS,27.6835,2
IAH-SJC,27.6625,2
CUN-PHL,27.65775,16
AMS-RAK,27.65491304347826,23
BKI-KMG,27.653,2
BZE-EWR,27.65,2
CJJ-CRK,27.649,2
AXT-TPE,27.649,2
BDL-HOU,27.647,2
ABQ-BWI,27.64575,4
CLO-MIA,27.64076923076923,13
CFU-EDI,27.639,2
HAN-PKX,27.6375,2
AYT-MST,27.633499999999998,6
DMK-HYD,27.632666666666665,6
LAX-YWG,27.62566666666667,3
AER-CSY,27.619999999999997,2
YKF-YYC,27.619,4
CFG-YYZ,27.614333333333335,3
BHX-FNC,27.6128,10
ORD-SNA,27.610027027027026,37
LPA-NTE,27.6085,2
MEX-SLC,27.605142857142855,7
BGY-EVE,27.6015,2
DFW-SFO,27.600153846153848,117
LAS-VPS,27.598399999999998,5
BUR-MDW,27.5975,4
BKK-XMN,27.592166666666667,12
IST-LGW,27.585615384615384,26
LPA-LYS,27.575,2
CMH-PHX,27.574,10
BEG-KZN,27.568,2
BOM-KMG,27.561500000000002,2
DMK-TPE,27.560111111111112,9
FNC-LGW,27.54222222222222,18
ISL-TBS,27.536,1
MSP-YVR,27.53375,4
QSR-SSH,27.533,1
CUN-YQG,27.5305,2
DYU-TZX,27.526,1
GDL-OAK,27.524250000000002,8
MAO-VCP,27.524,8
AER-CEK,27.5215,8
DEN-MIA,27.51376,25
HKG-XIY,27.50325,4
ESU-STN,27.5005,2
FLL-YQB,27.49975,4
BKK-STV,27.4985,2
CJB-SIN,27.497666666666664,6
BNA-RIV,27.497,1
BNA-OAK,27.492,1
ALC-NYO,27.4865,2
BKK-SIN,27.484312883435578,163
MAN-RAK,27.481818181818184,22
FDF-MIA,27.476,1
TFS-TSF,27.474,2
BOI-DFW,27.472,17
CMN-LHR,27.471,8
PEK-ZHA,27.467,4
DPS-KNO,27.4655,2
ARN-LCA,27.462500000000002,12
AUH-CCJ,27.459136363636365,22
SJW-SYX,27.456,14
KEF-LIS,27.453625,8
BWI-PUJ,27.45225,4
CAI-PRG,27.451999999999998,4
AQJ-AUH,27.451,2
MIA-SKB,27.4476,5
NRT-SHE,27.441000000000003,4
MCO-POS,27.439500000000002,2
ALC-BGO,27.4375,4
IAD-PUJ,27.43525,4
DUB-IAS,27.433166666666665,6
BKK-WUH,27.427333333333337,3
EDI-SOF,27.424,4
BOS-DEN,27.418137931034483,29
FIH-GOM,27.416199999999996,5
LPA-VNO,27.411,2
AUS-SEA,27.409627906976745,43
AER-DYU,27.4045,2
LRD-MEX,27.404,1
BEL-GRU,27.40178947368421,76
PKX-WNH,27.401,2
KJA-LBD,27.4005,2
DXB-MRV,27.3985,4
BEY-GVA,27.3915,4
DFW-MBJ,27.388,4
AMM-BCN,27.38725,4
LED-TMJ,27.387,1
DEL-DMM,27.38625,4
ACE-CDG,27.384500000000003,8
DXB-LKO,27.38288888888889,9
DRW-OOL,27.380000000000003,2
CDG-SAW,27.378500000000003,4
IAD-SJO,27.366999999999997,4
ACE-CRL,27.3655,2
MAO-REC,27.365333333333336,3
ADB-VKO,27.362499999999997,2
BZE-DEN,27.362250000000003,4
CCC-YYZ,27.361611111111113,18
AGA-STR,27.3615,2
BUD-GYD,27.360500000000002,2
AYT-LED,27.346999999999998,9
AYT-BLL,27.345333333333333,9
CDG-FUE,27.344749999999998,4
KBP-MRS,27.343,2
NAG-SHJ,27.34,2
OZZ-STN,27.3395,2
FNT-LAS,27.337,4
MIA-SVD,27.3365,2
BOS-SJU,27.335207547169812,53
DRW-PER,27.334714285714284,14
EDI-OTP,27.3345,2
MSP-SFO,27.32920930232558,43
BKK-CKG,27.328000000000003,2
HER-LGW,27.325,4
AUH-IXC,27.323,2
DTW-RSW,27.322,36
ALC-OSL,27.320214285714286,14
CDG-RVN,27.318583333333333,12
OSS-SGC,27.317999999999998,2
EIN-RAK,27.3175,6
KUN-PFO,27.311999999999998,2
YYC-YYZ,27.310183783783785,185
AYT-KZN,27.3055,6
MUC-TLV,27.3035,6
FNC-MXP,27.299500000000002,2
LIS-RAI,27.299111111111113,18
YQB-YYC,27.299,4
HAV-YYZ,27.299,2
CTU-KBV,27.2975,2
IVL-LUX,27.294,1
LUX-MAD,27.28511111111111,9
CAC-MCZ,27.2785,2
PEK-WNZ,27.27711111111111,27
AMS-RHO,27.2735,6
KUL-KWE,27.271,2
CRL-FUE,27.264499999999998,2
FMM-KUT,27.261499999999998,2
AMS-BJV,27.261,4
LAS-MEX,27.259833333333333,24
GUM-KIX,27.243000000000002,8
ESB-TAS,27.24275,4
CCU-KUL,27.23725,4
CMB-DEL,27.235333333333333,9
LUM-PVG,27.231,4
DOH-MED,27.230674418604654,43
KMQ-TPE,27.224400000000003,10
DUB-KIV,27.218666666666667,6
AYT-BRU,27.218615384615383,13
DEN-LGA,27.216521739130435,23
KWI-OSS,27.215899999999998,10
CMB-KUL,27.21573076923077,26
GUM-HND,27.214,2
DMK-HUN,27.211,2
CKZ-MED,27.2105,2
DEL-MLE,27.202333333333332,6
CCC-YHM,27.198999999999998,2
BVA-FNC,27.183500000000002,2
CTS-TSN,27.179499999999997,2
LAS-SAL,27.177500000000002,2
KHH-NRT,27.172235294117648,17
MLM-ORD,27.17038888888889,18
BOG-MAO,27.168200000000002,5
PEK-SWA,27.165,4
KFS-MED,27.164,1
BCN-KEF,27.163875,8
VRA-YYZ,27.16004347826087,23
BRU-TFS,27.15435,20
KMG-PKX,27.151377358490564,53
AGA-BRS,27.15,4
AUH-EVN,27.1485,6
CNF-MAO,27.1455,2
FLL-GYE,27.143,4
SHE-TFU,27.14208,25
DEL-GYD,27.13875,4
MBJ-MCI,27.136,2
HYD-KWI,27.123500000000003,6
AMM-AMS,27.121000000000002,2
URC-YCU,27.12075,4
BAR-XNN,27.1205,2
PVR-SLC,27.12025,4
GYD-URC,27.117,1
DEN-JFK,27.116984126984125,63
BLL-CHQ,27.11675,4
PVR-SJC,27.110899999999997,10
AYT-DME,27.104333333333333,3
KEF-VRN,27.10325,4
GUM-NGO,27.1,8
ACE-BRS,27.099375000000002,16
GVA-IST,27.096172413793102,29
JFK-STI,27.09076595744681,47
SJC-ZCL,27.088,4
KTT-MXP,27.0875,2
HER-LIL,27.0815,2
OTP-RAK,27.081166666666665,6
BNE-ZQN,27.08020833333333,24
LPL-RAK,27.078,4
SVO-UGC,27.07725,4
CAN-KIX,27.073,8
AMS-HER,27.072,12
ADE-BOM,27.0705,2
AUH-BOM,27.066964285714285,28
ASR-BSL,27.066000000000003,2
ATZ-SHJ,27.0625,2
BNA-LGB,27.055500000000002,2
BER-LCA,27.054375,8
LAS-YHM,27.053,2
LAD-LOS,27.0475,4
KUN-MAD,27.0425,2
CMN-ETZ,27.040999999999997,2
FNC-ZRH,27.039499999999997,4
ACE-EXT,27.0375,8
BAH-GOI,27.0315,4
DEN-SYR,27.029,2
FUE-SCN,27.0285,2
NTE-TFS,27.028,10
CGN-VIT,27.022,2
MED-NAV,27.021,1
AER-ULV,27.0205,2
HRB-KOW,27.018,1
IGU-MCZ,27.006500000000003,2
AAL-AYT,27.006,4
BUD-RAK,26.998,2
HAK-TSN,26.997357142857144,14
ACE-LYS,26.99025,8
CHQ-GOT,26.982999999999997,5
BJX-OAK,26.980999999999998,6
MUC-TBS,26.978333333333335,6
CGK-DMK,26.9700625,16
ALC-OTP,26.9675,2
FUE-MRS,26.966,2
ATW-LAS,26.9646,5
CHC-SYD,26.96274,50
DME-GYD,26.960199999999997,10
BJV-RTM,26.959,6
RNO-SPI,26.959,2
LIL-RAK,26.9575,4
IST-MRS,26.9495,6
MEX-RDU,26.9475,4
KMG-PEK,26.942271186440678,59
SNN-TFS,26.94025,4
BLB-LOH,26.939999999999998,2
CLE-LAS,26.936714285714285,7
AGP-ARN,26.933999999999997,23
DXB-IKA,26.93328125,32
AGA-BOH,26.933,2
ACE-BLQ,26.932000000000002,2
DXB-KBL,26.93053846153846,13
BKI-FOC,26.93,2
AZA-SBN,26.9295,4
FCO-HEL,26.928714285714285,7
JIB-PZU,26.9285,2
HAV-SCU,26.927,1
JHG-TYN,26.918,1
DYU-OVB,26.913,4
CPH-IST,26.905028571428574,35
FOC-HRB,26.902,1
FAR-SFB,26.901666666666667,3
DLC-HKG,26.889499999999998,4
DSN-SYX,26.889000000000003,2
BJV-BLL,26.889,2
LAX-MDW,26.88585714285714,7
LJG-PEK,26.872375,8
IAH-JAC,26.864666666666665,3
ARN-SAW,26.86442857142857,7
GYD-WAW,26.8575,2
AGP-NYO,26.856499999999997,2
HKT-SZX,26.852166666666665,6
LHW-QSZ,26.852,1
KUL-LKO,26.844,2
MSP-PBI,26.8416,5
PNI-ROR,26.84,1
KHI-NJF,26.839,2
CLT-STT,26.83875,4
CZM-ORD,26.8285,4
AGA-BHX,26.828,9
KUT-VNO,26.828,2
CAN-DAC,26.823333333333334,6
HAM-SAW,26.818833333333334,6
DEN-RIC,26.8154,5
MCO-YQB,26.811,4
FCO-TLV,26.80446875,32
IST-VIE,26.803925,40
BLQ-TFS,26.802999999999997,3
BKO-COO,26.801,2
HOU-HVN,26.7975,2
MBJ-MDW,26.7955,2
FLL-ORD,26.793517857142856,56
PVR-SFO,26.788076923076922,26
CRL-SAW,26.78633333333333,6
KZN-NOZ,26.784,4
SHA-TSA,26.78303846153846,26
DMM-ISB,26.78225,4
SCL-USH,26.775,1
NRN-RAK,26.773,2
BAR-SJW,26.77,1
DSA-ZTH,26.77,4
ALC-GDN,26.76575,4
MSP-PHX,26.764514705882355,68
MUC-TOS,26.764,2
HAK-TAO,26.760333333333335,3
NAP-SSH,26.756999999999998,29
DEL-TBS,26.753,2
GIG-MAO,26.749411764705883,17
ASB-DEL,26.747,6
NUX-SVO,26.7365,2
KEF-ZRH,26.731299999999997,10
PKX-SZX,26.72230882352941,68
CRK-PUS,26.718999999999998,6
DYU-KZN,26.71666666666667,6
GUM-TPE,26.715,2
SGN-TFU,26.710375,8
NJC-OSS,26.70775,4
GYD-LWO,26.7065,2
BKK-FOC,26.706,4
PEK-URC,26.704958333333334,48
CNN-DXB,26.702199999999998,10
ROR-TPE,26.695999999999998,4
LIL-RHO,26.695,2
CLE-PHX,26.69457142857143,7
AAN-CAI,26.6945,2
TFU-URC,26.692645833333334,48
BEY-MXP,26.690875000000002,8
YEG-YOW,26.681444444444445,9
BNE-CHC,26.680714285714284,28
BGY-FUE,26.679499999999997,2
MDW-TUS,26.679000000000002,2
YYJ-YYZ,26.6735625,16
TLV-VCE,26.6725,2
BAH-IST,26.666647058823532,17
CVG-SLC,26.664,6
ADD-NOS,26.664,2
BNA-SJU,26.662,2
BEY-FRA,26.6605,2
GYD-IST,26.660439024390243,41
BOH-TFS,26.649199999999997,10
CMN-LIL,26.643,2
LBD-SGC,26.64125,4
BHX-EFL,26.641,1
GEG-ORD,26.637999999999998,2
EMA-ZTH,26.636000000000003,4
MRU-NBO,26.635500000000004,12
SGN-WUH,26.628500000000003,2
CGK-TTE,26.625,6
KIV-VLC,26.624000000000002,2
MAN-ZTH,26.624,4
CKY-NKC,26.62375,4
BRU-KTT,26.62,1
BGR-PGD,26.618000000000002,2
BOS-NAS,26.615499999999997,6
MCO-YHZ,26.609333333333332,9
BUR-MSY,26.6075,2
MKQ-UPG,26.6055,2
DWC-GRV,26.6015,2
KTT-MUC,26.6015,2
AYT-RLG,26.600181818181817,11
AUS-EWR,26.5985,12
BER-KUT,26.597,2
JFK-POP,26.59614285714286,7
ASM-DXB,26.595,5
BNE-WLG,26.588166666666666,12
BKK-JJN,26.5875,2
CAI-KWI,26.586232558139535,43
ADD-BAH,26.586166666666667,6
IAH-PSP,26.579333333333334,3
HRE-NBO,26.577777777777776,9
EHU-SHE,26.56,2
AGP-WRO,26.55925,4
AEP-USH,26.557548387096773,31
AUS-JFK,26.55454411764706,68
BHY-PEK,26.5545,8
BER-COV,26.5515,2
ADD-TLV,26.546,15
BNE-NAN,26.545166666666663,12
CPH-SAW,26.541666666666668,12
MDE-SJU,26.540333333333336,6
ANC-SEA,26.539461538461538,169
UUD-VVO,26.530749999999998,8
DEL-NNG,26.5275,2
AER-DXB,26.526,4
LAX-ZIH,26.525125,8
PGD-STC,26.524,3
MEX-PTY,26.523933333333332,15
BQB-MEL,26.5215,4
CMH-LAS,26.519374999999997,8
BOD-IST,26.514,9
AEP-BSB,26.5005,6
BRS-SKG,26.497,1
ACE-MRS,26.4965,4
TJM-TLK,26.494999999999997,2
NJC-NMA,26.493499999999997,2
BRS-FNC,26.49,4
ACE-SNN,26.4895,4
GLA-NBE,26.485999999999997,2
BHX-ZTH,26.4845,4
NCE-TLV,26.483,2
MCO-MDE,26.48,8
HRB-INC,26.475,1
LAS-SDF,26.4725,4
COV-FRA,26.47175,4
LNJ-PVG,26.471,2
HRG-NAP,26.47,2
LAS-SBN,26.4695,2
EDI-MLA,26.464,2
BRU-FAE,26.463,2
AGP-OSL,26.46066666666667,12
HER-MST,26.455,6
LBA-OTP,26.454,4
LIM-PTY,26.4502380952381,21
CMN-RAI,26.448999999999998,4
HEL-KEF,26.44876923076923,13
KWI-SAW,26.448700000000002,10
DME-GNJ,26.445,2
OVB-SKD,26.444499999999998,2
CJJ-DYG,26.444,2
NOC-TFS,26.4405,2
ALC-KUN,26.43725,4
PRG-TLV,26.436999999999998,24
LAS-ORD,26.430988505747127,87
CNF-PVH,26.4305,2
KMG-SHE,26.428583333333332,12
CKY-OUA,26.415499999999998,2
MID-TIJ,26.415,2
LGB-STL,26.41375,4
DTW-FLL,26.410837209302326,43
AGP-SVG,26.40475,4
EFL-EMA,26.404,1
GDL-SFO,26.400142857142857,7
MCT-TRV,26.397000000000002,6
MRV-OSS,26.3965,2
NNG-SIN,26.393857142857144,14
AGA-LGW,26.393545454545457,22
LIS-SID,26.392222222222223,18
BCN-ODS,26.392000000000003,2
AER-PEE,26.392000000000003,10
CEI-TNN,26.392,1
FNT-IFP,26.392,1
ABZ-CFU,26.392,2
BPS-EZE,26.389333333333337,6
IAH-XPL,26.389,4
AAT-XIY,26.3881,10
NOJ-VKO,26.3805,2
BNA-LAS,26.378545454545453,11
CLJ-MAD,26.374000000000002,2
BHX-JTR,26.374,1
CLE-SLC,26.372333333333334,3
BAV-SZX,26.372,6
AGA-BGY,26.371000000000002,2
CAN-HKT,26.371,8
EVN-VKO,26.3696875,16
AYT-HAM,26.365894736842105,19
CTU-SGN,26.362000000000002,2
NCL-ZTH,26.3575,2
AMS-CMN,26.354,11
DFW-GEG,26.3524,10
AOE-MED,26.35,2
KUT-WAW,26.349666666666668,6
DFW-MRY,26.345333333333333,3
LGB-MDW,26.3445,2
NSK-UFA,26.3416,5
OKA-PEK,26.338,2
CGQ-CSX,26.337,8
FCO-SSH,26.3337,10
AMS-KGS,26.328999999999997,6
IAD-SJU,26.328555555555553,9
IST-VLC,26.326999999999998,7
KSQ-LED,26.311999999999998,2
CMN-FRA,26.308625,8
EWR-EYW,26.308500000000002,2
FUE-GVA,26.306,1
CTU-URC,26.300625,16
ILO-SIN,26.295499999999997,2
ALG-NKC,26.294,2
ACE-BRU,26.2786,5
KMG-TAO,26.2735,18
LUX-RAK,26.2735,2
DMK-XFN,26.266,2
AOK-ARN,26.263,1
YFB-YOW,26.263,7
GND-MIA,26.259,1
BWA-KWI,26.244,2
IST-MJI,26.24058064516129,31
CUN-MXL,26.2375,2
CCC-YXU,26.233,2
JHG-XMN,26.23057142857143,7
SAW-SCO,26.2285,2
PEK-TFU,26.227586206896554,29
ALB-DEN,26.22125,4
MDW-PDX,26.218,2
TYN-URC,26.217899999999997,10
AYT-DUS,26.216390625,64
BER-EVN,26.2145,2
ATL-SDQ,26.212,5
BKK-KHN,26.21,2
ACE-ORK,26.206166666666665,6
GRU-SLZ,26.204911764705884,34
CDG-KEF,26.2049,20
BEL-VCP,26.203454545454544,11
CMB-DMK,26.203000000000003,2
JNB-ZNZ,26.203,4
CVG-LAS,26.18541666666667,12
MPM-NBO,26.179499999999997,8
LGW-TOS,26.177666666666667,6
CGK-PEN,26.172,7
ADB-LIS,26.1715,2
KTT-LGW,26.17035135135135,37
SAN-STL,26.167666666666666,3
GCM-IAD,26.1675,2
BKK-TFU,26.16554545454545,22
EWR-HDN,26.165,2
NAS-ORD,26.16425,4
MCT-MLE,26.161,2
DOH-LCA,26.158333333333335,9
HRB-LFQ,26.157,2
AYT-CGN,26.15369642857143,56
GYD-ISB,26.15,2
HNA-TPE,26.1455,2
EVN-FCO,26.1405,4
CAI-FJR,26.14,2
ALG-NIM,26.14,2
NRN-RBA,26.13,2
NAT-PPB,26.1245,2
RAK-SXB,26.1235,2
PUQ-SCL,26.123195652173912,46
IAH-LIR,26.122,4
ARN-RHO,26.115000000000002,7
DIL-SIN,26.11225,4
LPA-ORY,26.1085,2
LYS-SAW,26.107499999999998,10
BCN-SPC,26.102999999999998,5
CCJ-DXB,26.102619047619047,21
AER-MSQ,26.099,2
ATL-ZLO,26.0955,2
HAK-TYN,26.09169230769231,13
ADD-DMM,26.0873,10
PVG-TCZ,26.086,2
CGO-KCA,26.085,1
AYT-SCN,26.083444444444446,9
LAS-YOW,26.0795,4
BAH-LHE,26.078500000000002,6
NGS-XIY,26.0765,2
HAN-IKT,26.071,2
KHG-LHW,26.06918181818182,11
FLN-SCL,26.065888888888892,36
AKU-INC,26.0595,2
CGN-ESB,26.0589,10
ATH-STN,26.05125,4
AMQ-CGK,26.05033333333333,12
FAO-HAM,26.04925,4
CMN-OUA,26.049,4
BRS-RHO,26.0475,4
BKK-CMB,26.046136363636364,22
BGI-PTY,26.046000000000003,3
AGP-KRK,26.0435,4
JNB-SEZ,26.0395,8
KHH-SGN,26.037666666666667,12
BHM-LAS,26.0305,4
AGA-BRU,26.02,2
ADD-NBO,26.017685185185186,54
NAN-PPT,26.016,1
TLV-VIE,26.012999999999998,10
RTM-SAW,26.012500000000003,2
EIN-PFO,26.012,2
ORD-RNO,26.008499999999998,2
KIN-SAP,26.007,2
PVG-SYX,26.001975609756094,41
ATH-MAD,26.00033333333333,21
KMG-YNT,25.994600000000002,5
BLL-LCA,25.993000000000002,2
CGO-JBK,25.9895,2
LLA-ORY,25.98675,4
HKG-TPE,25.983155405405405,148
IAS-LPL,25.978,2
LUM-NGB,25.9775,4
CKG-SHE,25.972714285714286,14
MED-SAW,25.968333333333334,12
AYT-GOT,25.967000000000002,5
IAD-OMA,25.965,1
AGP-LCJ,25.9645,2
RAK-STN,25.9605,8
EVE-ZRH,25.957500000000003,4
CPH-FAO,25.954166666666666,6
BHY-PKX,25.951999999999998,4
CFU-NCL,25.947499999999998,2
GRU-MDZ,25.94441666666667,12
MAD-TIA,25.942,2
HRB-WNZ,25.939666666666668,6
GDL-SJC,25.93177777777778,18
FCO-FNC,25.9285,2
SYX-TYN,25.923111111111112,9
PKX-ZHA,25.920375,8
EVN-VCE,25.92,2
HRB-XFN,25.917,3
AGA-BSL,25.9164,5
FCO-KUT,25.9125,4
BKK-WNZ,25.9125,4
LAX-MEM,25.911875000000002,8
BFS-NBE,25.9055,2
CMN-OXB,25.905,1
DAL-SEA,25.90433333333333,6
GCM-PHL,25.900666666666666,3
KUT-WRO,25.9,2
FAR-PIE,25.89,3
JSI-LGW,25.888,1
CFU-DSA,25.888,1
MRS-SAW,25.886000000000003,4
AMM-BRU,25.884,2
LIS-WRO,25.883499999999998,2
KWI-NMA,25.879333333333335,6
MDC-SIN,25.878,4
CPH-RAK,25.874,2
IST-LED,25.87075,8
DEN-MEX,25.86757142857143,14
BCN-KBP,25.865000000000002,4
FNC-RIX,25.8645,4
CGK-PNH,25.86,2
AGA-FCO,25.858,1
HRB-WUH,25.8578125,16
LTN-VAR,25.8505,2
BNA-SLC,25.849769230769233,13
AYT-BRE,25.84583333333333,12
AER-SVX,25.8415,18
KZN-OSS,25.839,2
CTU-SHE,25.83866666666667,6
GUA-IAD,25.8376,5
BHX-PDV,25.8375,2
CRK-SIN,25.83652380952381,21
ORD-PHX,25.83083962264151,106
BRS-KGS,25.83,4
AUS-PHL,25.827999999999996,10
CCJ-KWI,25.8275,2
ATH-LTN,25.82625,4
GRR-RSW,25.820999999999998,3
CPH-RHO,25.819999999999997,6
FRA-KEF,25.8185,10
KGS-LGW,25.8155,8
ACE-BOH,25.8122,10
PQC-XIY,25.812,1
KRL-TFU,25.810954545454546,22
AGA-ZRH,25.8084,5
KAO-LGW,25.80645,20
BRS-TOS,25.802,2
DUB-RVN,25.802,2
RHO-RLG,25.793,2
CHQ-CPH,25.7895,8
ESU-ORY,25.7865,4
KMG-KUL,25.779125,8
KEF-WAW,25.77775,4
GYD-MSQ,25.7765,4
BKK-DYG,25.7745,2
MVD-REC,25.7725,2
AYT-FMO,25.761428571428574,14
PHL-SJU,25.761277777777778,18
GOT-LCA,25.75675,4
KEJ-KZN,25.7515,2
KUL-MAA,25.74871428571429,14
DOH-HBE,25.745,14
